TimeOfDay	Time	EMG	Ground	ECG
15:41:55.708	0.14	0	0	0
15:41:55.708	0.1402	0	0	0
15:41:55.708	0.1404	0	0	0
15:41:55.708	0.1406	0	0	0
15:41:55.708	0.1408	0	0	0
15:41:55.709	0.141	0	0	0
15:41:55.709	0.1412	0	0	0
15:41:55.709	0.1414	0	0	0
15:41:55.709	0.1416	0	0	0
15:41:55.709	0.1418	0	0	0
15:41:55.710	0.142	0	0	0
15:41:55.710	0.1422	0	0	0
15:41:55.710	0.1424	0	0	0
15:41:55.710	0.1426	0	0	0
15:41:55.710	0.1428	0	0	0
15:41:55.711	0.143	0	0	0
15:41:55.711	0.1432	0	0	0
15:41:55.711	0.1434	0	0	0
15:41:55.711	0.1436	0	0	0
15:41:55.711	0.1438	0	0	0
15:41:55.712	0.144	0	0	0
15:41:55.712	0.1442	0	0	0
15:41:55.712	0.1444	0	0	0
15:41:55.712	0.1446	0	0	0
15:41:55.712	0.1448	0	0	0
15:41:55.713	0.145	0	0	0
15:41:55.713	0.1452	0	0	0
15:41:55.713	0.1454	0	0	0
15:41:55.713	0.1456	0	0	0
15:41:55.713	0.1458	0	0	0
15:41:55.714	0.146	0	0	0
15:41:55.714	0.1462	0	0	0
15:41:55.714	0.1464	0	0	0
15:41:55.714	0.1466	0	0	0
15:41:55.714	0.1468	0	0	0
15:41:55.715	0.147	0	0	0
15:41:55.715	0.1472	0	0	0
